governance_level,governance_name,scenario,total_agents,active_agents,shadow_agents,duplicate_agents,orphaned_agents,sprawl_index,total_actions,total_completed,total_failed,total_violations,risk_incident_rate,effective_task_completion,governance_cost_ratio,time_to_value_days,delegation_safety_rate,total_delegations,safe_delegations,net_business_value,trial
1,Ad-hoc,greenfield,40,32,10,0,8,0.45,1000,752,248,59,59.0,0.693,0.02,5.0,0.549,102,56,0.6293,0
1,Ad-hoc,greenfield,40,34,10,0,6,0.4,1000,770,230,63,63.0,0.707,0.02,5.0,0.5591,93,52,0.637,1
1,Ad-hoc,greenfield,40,33,10,0,7,0.425,1000,775,225,57,57.0,0.718,0.02,5.0,0.54,100,54,0.6444,2
1,Ad-hoc,greenfield,40,39,10,0,1,0.275,1000,755,245,65,65.0,0.69,0.02,5.0,0.5888,107,63,0.6573,3
1,Ad-hoc,greenfield,40,35,10,0,5,0.375,1000,747,253,59,59.0,0.688,0.02,5.0,0.6509,106,69,0.658,4
1,Ad-hoc,greenfield,40,32,10,0,8,0.45,1000,764,236,56,56.0,0.708,0.02,5.0,0.604,101,61,0.648,5
1,Ad-hoc,greenfield,40,31,10,0,9,0.475,1000,775,225,56,56.0,0.719,0.02,5.0,0.6237,93,58,0.6492,6
1,Ad-hoc,greenfield,40,34,10,0,6,0.4,1000,762,238,58,58.0,0.704,0.02,5.0,0.5579,95,53,0.6459,7
1,Ad-hoc,greenfield,40,34,10,0,6,0.4,1000,775,225,68,68.0,0.707,0.02,5.0,0.6452,93,60,0.6399,8
1,Ad-hoc,greenfield,40,37,10,0,3,0.325,1000,769,231,68,68.0,0.701,0.02,5.0,0.5833,108,63,0.6438,9
1,Ad-hoc,greenfield,40,32,10,0,8,0.45,1000,757,243,48,48.0,0.709,0.02,5.0,0.6759,108,73,0.6751,10
1,Ad-hoc,greenfield,40,35,10,0,5,0.375,1000,769,231,52,52.0,0.717,0.02,5.0,0.6154,130,80,0.6754,11
1,Ad-hoc,greenfield,40,34,10,0,6,0.4,1000,779,221,54,54.0,0.725,0.02,5.0,0.6765,102,69,0.678,12
1,Ad-hoc,greenfield,40,36,10,0,4,0.35,1000,746,254,49,49.0,0.697,0.02,5.0,0.5506,89,49,0.6707,13
1,Ad-hoc,greenfield,40,38,10,0,2,0.3,1000,774,226,52,52.0,0.722,0.02,5.0,0.5481,104,57,0.6818,14
1,Ad-hoc,greenfield,40,35,10,0,5,0.375,1000,764,236,59,59.0,0.705,0.02,5.0,0.5918,98,58,0.6543,15
1,Ad-hoc,greenfield,40,36,10,0,4,0.35,1000,763,237,64,64.0,0.699,0.02,5.0,0.6667,105,70,0.6587,16
1,Ad-hoc,greenfield,40,36,10,0,4,0.35,1000,768,232,59,59.0,0.709,0.02,5.0,0.6395,86,55,0.6676,17
1,Ad-hoc,greenfield,40,34,10,0,6,0.4,1000,749,251,59,59.0,0.69,0.02,5.0,0.5983,117,70,0.6457,18
1,Ad-hoc,greenfield,40,35,10,0,5,0.375,1000,762,238,54,54.0,0.708,0.02,5.0,0.625,88,55,0.6702,19
1,Ad-hoc,greenfield,40,36,10,0,4,0.35,1000,748,252,63,63.0,0.685,0.02,5.0,0.6869,99,68,0.6595,20
1,Ad-hoc,greenfield,40,36,10,0,4,0.35,1000,769,231,59,59.0,0.71,0.02,5.0,0.5619,105,59,0.6563,21
1,Ad-hoc,greenfield,40,32,10,0,8,0.45,1000,770,230,55,55.0,0.715,0.02,5.0,0.6,95,57,0.6515,22
1,Ad-hoc,greenfield,40,35,10,0,5,0.375,1000,785,215,70,70.0,0.715,0.02,5.0,0.5823,79,46,0.6338,23
1,Ad-hoc,greenfield,40,32,10,0,8,0.45,1000,782,218,54,54.0,0.728,0.02,5.0,0.5542,83,46,0.6505,24
1,Ad-hoc,greenfield,40,36,10,0,4,0.35,1000,751,249,58,58.0,0.693,0.02,5.0,0.5196,102,53,0.6468,25
1,Ad-hoc,greenfield,40,35,10,0,5,0.375,1000,765,235,49,49.0,0.716,0.02,5.0,0.6545,110,72,0.687,26
1,Ad-hoc,greenfield,40,34,10,0,6,0.4,1000,738,262,63,63.0,0.675,0.02,5.0,0.5851,94,55,0.6313,27
1,Ad-hoc,greenfield,40,30,10,0,10,0.5,1000,768,232,73,73.0,0.695,0.02,5.0,0.6495,97,63,0.6069,28
1,Ad-hoc,greenfield,40,33,10,0,7,0.425,1000,769,231,69,69.0,0.7,0.02,5.0,0.5437,103,56,0.6156,29
2,Reactive,greenfield,37,34,7,0,3,0.2703,1000,762,238,37,37.0,0.725,0.06,9.0,0.5938,96,57,0.7195,0
2,Reactive,greenfield,37,35,7,0,2,0.2432,1000,794,206,45,45.0,0.749,0.06,9.0,0.633,109,69,0.722,1
2,Reactive,greenfield,37,33,7,0,4,0.2973,1000,770,230,47,47.0,0.723,0.06,9.0,0.6476,105,68,0.7016,2
2,Reactive,greenfield,37,33,7,0,4,0.2973,1000,778,222,43,43.0,0.735,0.06,9.0,0.619,105,65,0.7089,3
2,Reactive,greenfield,37,32,7,0,5,0.3243,1000,785,215,44,44.0,0.741,0.06,9.0,0.5333,105,56,0.6904,4
2,Reactive,greenfield,37,35,7,0,2,0.2432,1000,769,231,29,29.0,0.74,0.06,9.0,0.5789,114,66,0.7432,5
2,Reactive,greenfield,37,31,7,0,6,0.3514,1000,770,230,43,43.0,0.727,0.06,9.0,0.6396,111,71,0.6988,6
2,Reactive,greenfield,37,35,7,0,2,0.2432,1000,777,223,42,42.0,0.735,0.06,9.0,0.5556,117,65,0.7122,7
2,Reactive,greenfield,37,31,7,0,6,0.3514,1000,750,250,38,38.0,0.712,0.06,9.0,0.6078,102,62,0.6995,8
2,Reactive,greenfield,37,33,7,0,4,0.2973,1000,769,231,31,31.0,0.738,0.06,9.0,0.5714,91,52,0.7267,9
2,Reactive,greenfield,37,32,7,0,5,0.3243,1000,787,213,39,39.0,0.748,0.06,9.0,0.6289,97,61,0.7169,10
2,Reactive,greenfield,37,30,7,0,7,0.3784,1000,771,229,42,42.0,0.729,0.06,9.0,0.6437,87,56,0.6966,11
2,Reactive,greenfield,37,31,7,0,6,0.3514,1000,771,229,38,38.0,0.733,0.06,9.0,0.5222,90,47,0.693,12
2,Reactive,greenfield,37,32,7,0,5,0.3243,1000,779,221,36,36.0,0.743,0.06,9.0,0.6538,104,68,0.7251,13
2,Reactive,greenfield,37,34,7,0,3,0.2703,1000,753,247,50,50.0,0.703,0.06,9.0,0.6082,97,59,0.6891,14
2,Reactive,greenfield,37,34,7,0,3,0.2703,1000,788,212,47,47.0,0.741,0.06,9.0,0.5909,88,52,0.7039,15
2,Reactive,greenfield,37,36,7,0,1,0.2162,1000,781,219,39,39.0,0.742,0.06,9.0,0.6316,95,60,0.7371,16
2,Reactive,greenfield,37,35,7,0,2,0.2432,1000,761,239,31,31.0,0.73,0.06,9.0,0.5638,94,53,0.7339,17
2,Reactive,greenfield,37,33,7,0,4,0.2973,1000,752,248,38,38.0,0.714,0.06,9.0,0.5652,92,52,0.7045,18
2,Reactive,greenfield,37,34,7,0,3,0.2703,1000,775,225,33,33.0,0.742,0.06,9.0,0.569,116,66,0.7289,19
2,Reactive,greenfield,37,36,7,0,1,0.2162,1000,763,237,48,48.0,0.715,0.06,9.0,0.6476,105,68,0.7134,20
2,Reactive,greenfield,37,35,7,0,2,0.2432,1000,749,251,34,34.0,0.715,0.06,9.0,0.6023,88,53,0.7292,21
2,Reactive,greenfield,37,34,7,0,3,0.2703,1000,793,207,47,47.0,0.746,0.06,9.0,0.6667,117,78,0.7167,22
2,Reactive,greenfield,37,31,7,0,6,0.3514,1000,780,220,38,38.0,0.742,0.06,9.0,0.5849,106,62,0.7051,23
2,Reactive,greenfield,37,32,7,0,5,0.3243,1000,788,212,39,39.0,0.749,0.06,9.0,0.68,100,68,0.7248,24
2,Reactive,greenfield,37,36,7,0,1,0.2162,1000,777,223,47,47.0,0.73,0.06,9.0,0.5478,115,63,0.7049,25
2,Reactive,greenfield,37,34,7,0,3,0.2703,1000,765,235,34,34.0,0.731,0.06,9.0,0.6122,98,60,0.7301,26
2,Reactive,greenfield,37,34,7,0,3,0.2703,1000,777,223,37,37.0,0.74,0.06,9.0,0.6,115,69,0.7249,27
2,Reactive,greenfield,37,36,7,0,1,0.2162,1000,767,233,36,36.0,0.731,0.06,9.0,0.5294,85,45,0.7245,28
2,Reactive,greenfield,37,33,7,0,4,0.2973,1000,771,229,41,41.0,0.73,0.06,9.0,0.6562,96,63,0.717,29
3,Defined,greenfield,33,32,3,0,1,0.1212,1000,898,102,12,12.0,0.886,0.12,12.0,0.8544,103,88,0.8777,0
3,Defined,greenfield,33,30,3,0,3,0.1818,1000,877,123,14,14.0,0.863,0.12,12.0,0.9062,96,87,0.8625,1
3,Defined,greenfield,33,29,3,0,4,0.2121,1000,884,116,18,18.0,0.866,0.12,12.0,0.9057,106,96,0.8492,2
3,Defined,greenfield,33,31,3,0,2,0.1515,1000,880,120,18,18.0,0.862,0.12,12.0,0.9074,108,98,0.8604,3
3,Defined,greenfield,33,31,3,0,2,0.1515,1000,897,103,10,10.0,0.887,0.12,12.0,0.9255,94,87,0.8866,4
3,Defined,greenfield,33,32,3,0,1,0.1212,1000,882,118,17,17.0,0.865,0.12,12.0,0.8713,101,88,0.864,5
3,Defined,greenfield,33,32,3,0,1,0.1212,1000,875,125,12,12.0,0.863,0.12,12.0,0.8835,103,91,0.8752,6
3,Defined,greenfield,33,31,3,0,2,0.1515,1000,881,119,15,15.0,0.866,0.12,12.0,0.9304,115,107,0.8711,7
3,Defined,greenfield,33,32,3,0,1,0.1212,1000,871,129,17,17.0,0.854,0.12,12.0,0.8969,97,87,0.8645,8
3,Defined,greenfield,33,32,3,0,1,0.1212,1000,872,128,12,12.0,0.86,0.12,12.0,0.8762,105,92,0.8732,9
3,Defined,greenfield,33,28,3,0,5,0.2424,1000,894,106,12,12.0,0.882,0.12,12.0,0.9596,99,95,0.8681,10
3,Defined,greenfield,33,31,3,0,2,0.1515,1000,885,115,12,12.0,0.873,0.12,12.0,0.9024,82,74,0.875,11
3,Defined,greenfield,33,32,3,0,1,0.1212,1000,870,130,15,15.0,0.855,0.12,12.0,0.8981,108,97,0.869,12
3,Defined,greenfield,33,31,3,0,2,0.1515,1000,881,119,15,15.0,0.866,0.12,12.0,0.95,100,95,0.874,13
3,Defined,greenfield,33,31,3,0,2,0.1515,1000,878,122,21,21.0,0.857,0.12,12.0,0.8774,106,93,0.8484,14
3,Defined,greenfield,33,32,3,0,1,0.1212,1000,893,107,10,10.0,0.883,0.12,12.0,0.8723,94,82,0.8835,15
3,Defined,greenfield,33,32,3,0,1,0.1212,1000,865,135,11,11.0,0.854,0.12,12.0,0.9032,93,84,0.8774,16
3,Defined,greenfield,33,33,3,0,0,0.0909,1000,890,110,11,11.0,0.879,0.12,12.0,0.86,100,86,0.8845,17
3,Defined,greenfield,33,30,3,0,3,0.1818,1000,866,134,11,11.0,0.855,0.12,12.0,0.96,75,72,0.8741,18
3,Defined,greenfield,33,32,3,0,1,0.1212,1000,879,121,13,13.0,0.866,0.12,12.0,0.8969,97,87,0.8761,19
3,Defined,greenfield,33,33,3,0,0,0.0909,1000,867,133,11,11.0,0.856,0.12,12.0,0.8835,103,91,0.8811,20
3,Defined,greenfield,33,29,3,0,4,0.2121,1000,894,106,10,10.0,0.884,0.12,12.0,0.9293,99,92,0.8742,21
3,Defined,greenfield,33,31,3,0,2,0.1515,1000,887,113,10,10.0,0.877,0.12,12.0,0.9091,99,90,0.8812,22
3,Defined,greenfield,33,31,3,0,2,0.1515,1000,877,123,8,8.0,0.869,0.12,12.0,0.9558,113,108,0.8898,23
3,Defined,greenfield,33,28,3,0,5,0.2424,1000,864,136,18,18.0,0.846,0.12,12.0,0.9091,110,100,0.8377,24
3,Defined,greenfield,33,27,3,0,6,0.2727,1000,894,106,13,13.0,0.881,0.12,12.0,0.9121,91,83,0.8526,25
3,Defined,greenfield,33,32,3,0,1,0.1212,1000,895,105,10,10.0,0.885,0.12,12.0,0.8991,109,98,0.8881,26
3,Defined,greenfield,33,28,3,0,5,0.2424,1000,881,119,16,16.0,0.865,0.12,12.0,0.8889,99,88,0.8443,27
3,Defined,greenfield,33,33,3,0,0,0.0909,1000,887,113,13,13.0,0.874,0.12,12.0,0.902,102,92,0.8853,28
3,Defined,greenfield,33,30,3,0,3,0.1818,1000,872,128,13,13.0,0.859,0.12,12.0,0.9072,97,88,0.8634,29
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,887,113,10,10.0,0.877,0.18,14.7,0.9327,104,97,0.8996,0
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,895,105,3,3.0,0.892,0.18,14.7,0.9149,94,86,0.9154,1
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,911,89,5,5.0,0.906,0.18,14.7,0.9053,95,86,0.9141,2
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,895,105,5,5.0,0.89,0.18,14.7,0.9157,83,76,0.9109,3
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,904,96,1,1.0,0.903,0.18,14.7,0.8966,116,104,0.9199,4
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,899,101,3,3.0,0.896,0.18,14.7,0.9554,112,107,0.9227,5
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,892,108,2,2.0,0.89,0.18,14.7,0.9434,106,100,0.9211,6
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,888,112,3,3.0,0.885,0.18,14.7,0.934,106,99,0.9161,7
4,Managed,greenfield,31,30,1,0,1,0.0645,1000,880,120,1,1.0,0.879,0.18,14.7,0.9737,114,111,0.9178,8
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,902,98,5,5.0,0.897,0.18,14.7,0.956,91,87,0.9191,9
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,905,95,4,4.0,0.901,0.18,14.7,0.9655,87,84,0.9237,10
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,899,101,3,3.0,0.896,0.18,14.7,0.9186,86,79,0.9171,11
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,893,107,1,1.0,0.892,0.18,14.7,0.9419,86,81,0.9234,12
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,904,96,6,6.0,0.898,0.18,14.7,0.9263,95,88,0.9129,13
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,889,111,5,5.0,0.884,0.18,14.7,0.94,100,94,0.9127,14
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,879,121,4,4.0,0.875,0.18,14.7,0.9646,113,109,0.9157,15
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,918,82,1,1.0,0.917,0.18,14.7,0.9712,104,101,0.9353,16
4,Managed,greenfield,31,30,1,0,1,0.0645,1000,883,117,5,5.0,0.878,0.18,14.7,0.9479,96,91,0.9057,17
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,901,99,1,1.0,0.9,0.18,14.7,0.9792,96,94,0.9314,18
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,906,94,5,5.0,0.901,0.18,14.7,0.9146,82,75,0.914,19
4,Managed,greenfield,31,30,1,0,1,0.0645,1000,882,118,6,6.0,0.876,0.18,14.7,0.9529,85,81,0.9038,20
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,900,100,7,7.0,0.893,0.18,14.7,0.9406,101,95,0.9115,21
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,907,93,5,5.0,0.902,0.18,14.7,0.9504,121,115,0.9197,22
4,Managed,greenfield,31,30,1,0,1,0.0645,1000,892,108,0,0.0,0.892,0.18,14.7,0.96,100,96,0.9217,23
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,905,95,8,8.0,0.897,0.18,14.7,0.945,109,103,0.9114,24
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,890,110,3,3.0,0.887,0.18,14.7,0.9619,105,101,0.9209,25
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,903,97,5,5.0,0.898,0.18,14.7,0.9184,98,90,0.9137,26
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,890,110,0,0.0,0.89,0.18,14.7,0.9515,103,98,0.9263,27
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,889,111,5,5.0,0.884,0.18,14.7,0.9145,117,107,0.9089,28
4,Managed,greenfield,31,31,1,0,0,0.0323,1000,887,113,0,0.0,0.887,0.18,14.7,0.9406,101,95,0.9237,29
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,932,68,3,3.0,0.929,0.16,12.0,1.0,87,87,0.9487,0
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,936,64,1,1.0,0.935,0.16,12.0,1.0,103,103,0.9545,1
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,918,82,3,3.0,0.915,0.16,12.0,1.0,100,100,0.9445,2
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,936,64,0,0.0,0.936,0.16,12.0,1.0,94,94,0.9568,3
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,931,69,1,1.0,0.93,0.16,12.0,1.0,103,103,0.953,4
5,Optimized,greenfield,30,29,0,0,1,0.0333,1000,929,71,3,3.0,0.926,0.16,12.0,1.0,93,93,0.9411,5
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,936,64,3,3.0,0.933,0.16,12.0,1.0,97,97,0.9499,6
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,941,59,2,2.0,0.939,0.16,12.0,1.0,92,92,0.9537,7
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,945,55,0,0.0,0.945,0.16,12.0,1.0,89,89,0.9595,8
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,918,82,2,2.0,0.916,0.16,12.0,1.0,101,101,0.9468,9
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,936,64,0,0.0,0.936,0.16,12.0,1.0,91,91,0.9568,10
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,922,78,1,1.0,0.921,0.16,12.0,1.0,102,102,0.9503,11
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,926,74,1,1.0,0.925,0.16,12.0,1.0,110,110,0.9515,12
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,920,80,4,4.0,0.916,0.16,12.0,1.0,106,106,0.9428,13
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,948,52,1,1.0,0.947,0.16,12.0,1.0,86,86,0.9581,14
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,934,66,2,2.0,0.932,0.16,12.0,1.0,90,90,0.9516,15
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,917,83,1,1.0,0.916,0.16,12.0,1.0,100,100,0.9488,16
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,946,54,2,2.0,0.944,0.16,12.0,1.0,95,95,0.9552,17
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,927,73,2,2.0,0.925,0.16,12.0,1.0,102,102,0.9495,18
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,925,75,2,2.0,0.923,0.16,12.0,1.0,89,89,0.9489,19
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,927,73,2,2.0,0.925,0.16,12.0,1.0,97,97,0.9495,20
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,928,72,2,2.0,0.926,0.16,12.0,1.0,115,115,0.9498,21
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,937,63,2,2.0,0.935,0.16,12.0,1.0,107,107,0.9525,22
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,939,61,3,3.0,0.936,0.16,12.0,1.0,95,95,0.9508,23
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,933,67,2,2.0,0.931,0.16,12.0,1.0,81,81,0.9513,24
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,949,51,1,1.0,0.948,0.16,12.0,1.0,114,114,0.9584,25
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,924,76,4,4.0,0.92,0.16,12.0,1.0,104,104,0.944,26
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,932,68,4,4.0,0.928,0.16,12.0,1.0,101,101,0.9464,27
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,939,61,3,3.0,0.936,0.16,12.0,1.0,101,101,0.9508,28
5,Optimized,greenfield,30,30,0,0,0,0.0,1000,937,63,2,2.0,0.935,0.16,12.0,1.0,94,94,0.9525,29
1,Ad-hoc,scaling,67,61,17,20,6,0.6418,2000,1542,458,103,51.5,0.7195,0.02,5.0,0.559,195,109,0.6153,0
1,Ad-hoc,scaling,67,58,17,20,9,0.6866,2000,1514,486,105,52.5,0.7045,0.02,5.0,0.581,210,122,0.6032,1
1,Ad-hoc,scaling,67,55,17,20,12,0.7313,2000,1497,503,119,59.5,0.689,0.02,5.0,0.6061,198,120,0.5793,2
1,Ad-hoc,scaling,67,59,17,20,8,0.6716,2000,1468,532,125,62.5,0.6715,0.02,5.0,0.6154,182,112,0.5814,3
1,Ad-hoc,scaling,67,60,17,20,7,0.6567,2000,1490,510,118,59.0,0.686,0.02,5.0,0.5517,203,112,0.5862,4
1,Ad-hoc,scaling,67,57,17,20,10,0.7015,2000,1508,492,126,63.0,0.691,0.02,5.0,0.6351,211,134,0.5833,5
1,Ad-hoc,scaling,67,56,17,20,11,0.7164,2000,1468,532,135,67.5,0.6665,0.02,5.0,0.5545,220,122,0.5518,6
1,Ad-hoc,scaling,67,58,17,20,9,0.6866,2000,1497,503,117,58.5,0.69,0.02,5.0,0.6193,197,122,0.5926,7
1,Ad-hoc,scaling,67,57,17,20,10,0.7015,2000,1471,529,103,51.5,0.684,0.02,5.0,0.6114,193,118,0.6006,8
1,Ad-hoc,scaling,67,60,17,20,7,0.6567,2000,1501,499,140,70.0,0.6805,0.02,5.0,0.6359,217,138,0.5752,9
1,Ad-hoc,scaling,67,51,17,20,16,0.791,2000,1514,486,118,59.0,0.698,0.02,5.0,0.575,200,115,0.5664,10
1,Ad-hoc,scaling,67,48,17,20,19,0.8358,2000,1509,491,123,61.5,0.693,0.02,5.0,0.6238,210,131,0.5583,11
1,Ad-hoc,scaling,67,56,17,20,11,0.7164,2000,1507,493,132,66.0,0.6875,0.02,5.0,0.5648,193,109,0.5627,12
1,Ad-hoc,scaling,67,58,17,20,9,0.6866,2000,1471,529,135,67.5,0.668,0.02,5.0,0.5789,209,121,0.5619,13
1,Ad-hoc,scaling,67,58,17,20,9,0.6866,2000,1459,541,134,67.0,0.6625,0.02,5.0,0.6096,187,114,0.5659,14
1,Ad-hoc,scaling,67,49,17,20,18,0.8209,2000,1511,489,110,55.0,0.7005,0.02,5.0,0.6596,188,124,0.5819,15
1,Ad-hoc,scaling,67,56,17,20,11,0.7164,2000,1501,499,128,64.0,0.6865,0.02,5.0,0.5514,214,118,0.5644,16
1,Ad-hoc,scaling,67,59,17,20,8,0.6716,2000,1476,524,101,50.5,0.6875,0.02,5.0,0.6049,205,124,0.6087,17
1,Ad-hoc,scaling,67,61,17,20,6,0.6418,2000,1541,459,119,59.5,0.711,0.02,5.0,0.5922,206,122,0.6018,18
1,Ad-hoc,scaling,67,60,17,20,7,0.6567,2000,1470,530,94,47.0,0.688,0.02,5.0,0.6146,205,126,0.6203,19
1,Ad-hoc,scaling,67,52,17,20,15,0.7761,2000,1493,507,150,75.0,0.6715,0.02,5.0,0.5507,207,114,0.5258,20
1,Ad-hoc,scaling,67,56,17,20,11,0.7164,2000,1491,509,135,67.5,0.678,0.02,5.0,0.6098,205,125,0.5636,21
1,Ad-hoc,scaling,67,55,17,20,12,0.7313,2000,1499,501,122,61.0,0.6885,0.02,5.0,0.5991,212,127,0.5751,22
1,Ad-hoc,scaling,67,55,17,20,12,0.7313,2000,1514,486,122,61.0,0.696,0.02,5.0,0.5642,218,123,0.5722,23
1,Ad-hoc,scaling,67,59,17,20,8,0.6716,2000,1512,488,100,50.0,0.706,0.02,5.0,0.6114,193,118,0.6162,24
1,Ad-hoc,scaling,67,60,17,20,7,0.6567,2000,1485,515,131,65.5,0.677,0.02,5.0,0.599,197,118,0.5776,25
1,Ad-hoc,scaling,67,58,17,20,9,0.6866,2000,1478,522,117,58.5,0.6805,0.02,5.0,0.6425,207,133,0.5932,26
1,Ad-hoc,scaling,67,61,17,20,6,0.6418,2000,1495,505,114,57.0,0.6905,0.02,5.0,0.6445,211,136,0.6085,27
1,Ad-hoc,scaling,67,58,17,20,9,0.6866,2000,1458,542,135,67.5,0.6615,0.02,5.0,0.6455,189,122,0.57,28
1,Ad-hoc,scaling,67,54,17,20,13,0.7463,2000,1506,494,114,57.0,0.696,0.02,5.0,0.5728,206,118,0.5785,29
2,Reactive,scaling,62,57,12,13,5,0.4839,2000,1546,454,71,35.5,0.7375,0.06,9.0,0.6425,179,115,0.6908,0
2,Reactive,scaling,62,55,12,16,7,0.5645,2000,1528,472,78,39.0,0.725,0.06,9.0,0.6394,208,133,0.6635,1
2,Reactive,scaling,62,55,12,15,7,0.5484,2000,1516,484,79,39.5,0.7185,0.06,9.0,0.6411,209,134,0.664,2
2,Reactive,scaling,62,56,12,12,6,0.4839,2000,1491,509,72,36.0,0.7095,0.06,9.0,0.5943,212,126,0.6742,3
2,Reactive,scaling,62,53,12,16,9,0.5968,2000,1521,479,82,41.0,0.7195,0.06,9.0,0.5942,207,123,0.6446,4
2,Reactive,scaling,62,59,12,11,3,0.4194,2000,1537,463,76,38.0,0.7305,0.06,9.0,0.5855,193,113,0.6881,5
2,Reactive,scaling,62,57,12,13,5,0.4839,2000,1522,478,75,37.5,0.7235,0.06,9.0,0.6346,208,132,0.6815,6
2,Reactive,scaling,62,53,12,12,9,0.5323,2000,1548,452,69,34.5,0.7395,0.06,9.0,0.6031,194,117,0.6779,7
2,Reactive,scaling,62,61,12,16,1,0.4677,2000,1488,512,76,38.0,0.706,0.06,9.0,0.5622,185,104,0.6676,8
2,Reactive,scaling,62,61,12,15,1,0.4516,2000,1501,499,69,34.5,0.716,0.06,9.0,0.6205,195,121,0.6896,9
