governance_level,governance_name,scenario,total_agents,active_agents,shadow_agents,duplicate_agents,orphaned_agents,sprawl_index,total_actions,total_completed,total_failed,total_violations,risk_incident_rate,effective_task_completion,governance_cost_ratio,time_to_value_days,delegation_safety_rate,total_delegations,safe_delegations,net_business_value,trial
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,897,103,3,3.0,0.894,0.18,14.7,0.9293,99,92,0.9181,22
4,Managed,adversarial,31,30,1,0,1,0.0645,1000,883,117,5,5.0,0.878,0.18,14.7,0.951,102,97,0.9061,23
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,896,104,3,3.0,0.893,0.18,14.7,0.93,100,93,0.9179,24
4,Managed,adversarial,31,30,1,0,1,0.0645,1000,891,109,1,1.0,0.89,0.18,14.7,0.9271,96,89,0.9142,25
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,921,79,2,2.0,0.919,0.18,14.7,0.8471,85,72,0.9153,26
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,888,112,3,3.0,0.885,0.18,14.7,0.9504,121,115,0.9186,27
4,Managed,adversarial,31,31,1,0,0,0.0323,1000,894,106,3,3.0,0.891,0.18,14.7,0.954,87,83,0.921,28
4,Managed,adversarial,31,29,1,0,2,0.0968,1000,900,100,1,1.0,0.899,0.18,14.7,0.9375,96,90,0.912,29
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,925,75,2,2.0,0.923,0.16,12.0,1.0,108,108,0.9489,0
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,931,69,1,1.0,0.93,0.16,12.0,1.0,110,110,0.953,1
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,938,62,4,4.0,0.934,0.16,12.0,1.0,98,98,0.9482,2
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,944,56,1,1.0,0.943,0.16,12.0,1.0,104,104,0.9569,3
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,931,69,3,3.0,0.928,0.16,12.0,1.0,120,120,0.9484,4
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,929,71,2,2.0,0.927,0.16,12.0,1.0,92,92,0.9501,5
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,932,68,1,1.0,0.931,0.16,12.0,1.0,120,120,0.9533,6
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,933,67,2,2.0,0.931,0.16,12.0,1.0,104,104,0.9513,7
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,944,56,0,0.0,0.944,0.16,12.0,1.0,98,98,0.9592,8
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,944,56,1,1.0,0.943,0.16,12.0,1.0,90,90,0.9569,9
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,944,56,2,2.0,0.942,0.16,12.0,1.0,102,102,0.9546,10
5,Optimized,adversarial,30,29,0,0,1,0.0333,1000,939,61,3,3.0,0.936,0.16,12.0,1.0,106,106,0.9441,11
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,928,72,0,0.0,0.928,0.16,12.0,1.0,94,94,0.9544,12
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,927,73,6,6.0,0.921,0.16,12.0,1.0,97,97,0.9403,13
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,928,72,1,1.0,0.927,0.16,12.0,1.0,96,96,0.9521,14
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,927,73,3,3.0,0.924,0.16,12.0,1.0,116,116,0.9472,15
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,936,64,5,5.0,0.931,0.16,12.0,1.0,102,102,0.9453,16
5,Optimized,adversarial,30,29,0,0,1,0.0333,1000,939,61,2,2.0,0.937,0.16,12.0,1.0,104,104,0.9464,17
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,939,61,1,1.0,0.938,0.16,12.0,1.0,98,98,0.9554,18
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,948,52,2,2.0,0.946,0.16,12.0,1.0,88,88,0.9558,19
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,930,70,3,3.0,0.927,0.16,12.0,1.0,105,105,0.9481,20
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,931,69,4,4.0,0.927,0.16,12.0,1.0,96,96,0.9461,21
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,927,73,3,3.0,0.924,0.16,12.0,1.0,98,98,0.9472,22
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,937,63,1,1.0,0.936,0.16,12.0,1.0,81,81,0.9548,23
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,927,73,1,1.0,0.926,0.16,12.0,1.0,114,114,0.9518,24
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,931,69,1,1.0,0.93,0.16,12.0,1.0,115,115,0.953,25
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,935,65,3,3.0,0.932,0.16,12.0,1.0,110,110,0.9496,26
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,946,54,0,0.0,0.946,0.16,12.0,1.0,109,109,0.9598,27
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,936,64,1,1.0,0.935,0.16,12.0,1.0,84,84,0.9545,28
5,Optimized,adversarial,30,30,0,0,0,0.0,1000,935,65,1,1.0,0.934,0.16,12.0,1.0,104,104,0.9542,29
1,Ad-hoc,optimization,54,42,14,10,12,0.6667,1500,1132,368,82,54.67,0.7,0.02,5.0,0.6458,144,93,0.6112,0
1,Ad-hoc,optimization,54,44,14,10,10,0.6296,1500,1138,362,111,74.0,0.6847,0.02,5.0,0.6761,142,96,0.5799,1
1,Ad-hoc,optimization,54,50,14,10,4,0.5185,1500,1139,361,78,52.0,0.7073,0.02,5.0,0.5878,131,77,0.6397,2
1,Ad-hoc,optimization,54,43,14,10,11,0.6481,1500,1101,399,88,58.67,0.6753,0.02,5.0,0.6289,159,100,0.597,3
1,Ad-hoc,optimization,54,41,14,10,13,0.6852,1500,1150,350,76,50.67,0.716,0.02,5.0,0.5556,171,95,0.6068,4
1,Ad-hoc,optimization,54,43,14,10,11,0.6481,1500,1101,399,83,55.33,0.6787,0.02,5.0,0.6821,151,103,0.6126,5
1,Ad-hoc,optimization,54,43,14,10,11,0.6481,1500,1111,389,78,52.0,0.6887,0.02,5.0,0.5828,151,88,0.6074,6
1,Ad-hoc,optimization,54,46,14,10,8,0.5926,1500,1134,366,88,58.67,0.6973,0.02,5.0,0.5976,164,98,0.61,7
1,Ad-hoc,optimization,54,42,14,10,12,0.6667,1500,1104,396,76,50.67,0.6853,0.02,5.0,0.5868,167,98,0.606,8
1,Ad-hoc,optimization,54,48,14,10,6,0.5556,1500,1161,339,87,58.0,0.716,0.02,5.0,0.6943,157,109,0.6388,9
1,Ad-hoc,optimization,54,45,14,10,9,0.6111,1500,1118,382,75,50.0,0.6953,0.02,5.0,0.5685,146,83,0.6187,10
1,Ad-hoc,optimization,54,49,14,10,5,0.537,1500,1160,340,98,65.33,0.708,0.02,5.0,0.5401,137,74,0.6023,11
1,Ad-hoc,optimization,54,44,14,10,10,0.6296,1500,1133,367,89,59.33,0.696,0.02,5.0,0.5789,152,88,0.598,12
1,Ad-hoc,optimization,54,41,14,10,13,0.6852,1500,1135,365,81,54.0,0.7027,0.02,5.0,0.6087,138,84,0.6041,13
1,Ad-hoc,optimization,54,44,14,10,10,0.6296,1500,1102,398,84,56.0,0.6787,0.02,5.0,0.5324,139,74,0.5925,14
1,Ad-hoc,optimization,54,48,14,10,6,0.5556,1500,1120,380,80,53.33,0.6933,0.02,5.0,0.5493,142,78,0.6196,15
1,Ad-hoc,optimization,54,46,14,10,8,0.5926,1500,1130,370,76,50.67,0.7027,0.02,5.0,0.6644,146,97,0.6376,16
1,Ad-hoc,optimization,54,44,14,10,10,0.6296,1500,1147,353,70,46.67,0.718,0.02,5.0,0.5068,148,75,0.6192,17
1,Ad-hoc,optimization,54,41,14,10,13,0.6852,1500,1128,372,79,52.67,0.6993,0.02,5.0,0.6383,141,90,0.6102,18
1,Ad-hoc,optimization,54,43,14,10,11,0.6481,1500,1111,389,95,63.33,0.6773,0.02,5.0,0.5674,141,80,0.579,19
1,Ad-hoc,optimization,54,47,14,10,7,0.5741,1500,1161,339,77,51.33,0.7227,0.02,5.0,0.578,173,100,0.633,20
1,Ad-hoc,optimization,54,46,14,10,8,0.5926,1500,1148,352,94,62.67,0.7027,0.02,5.0,0.6579,152,100,0.6126,21
1,Ad-hoc,optimization,54,41,14,10,13,0.6852,1500,1137,363,114,76.0,0.682,0.02,5.0,0.5687,160,91,0.5479,22
1,Ad-hoc,optimization,54,43,14,10,11,0.6481,1500,1149,351,82,54.67,0.7113,0.02,5.0,0.6065,155,94,0.6124,23
1,Ad-hoc,optimization,54,42,14,10,12,0.6667,1500,1158,342,100,66.67,0.7053,0.02,5.0,0.6029,136,82,0.5824,24
1,Ad-hoc,optimization,54,45,14,10,9,0.6111,1500,1139,361,99,66.0,0.6933,0.02,5.0,0.551,147,81,0.5834,25
1,Ad-hoc,optimization,54,46,14,10,8,0.5926,1500,1126,374,74,49.33,0.7013,0.02,5.0,0.6026,151,91,0.6306,26
1,Ad-hoc,optimization,54,48,14,10,6,0.5556,1500,1138,362,86,57.33,0.7013,0.02,5.0,0.6184,152,94,0.6244,27
1,Ad-hoc,optimization,54,42,14,10,12,0.6667,1500,1144,356,97,64.67,0.698,0.02,5.0,0.6338,142,90,0.5888,28
1,Ad-hoc,optimization,54,49,14,10,5,0.537,1500,1111,389,83,55.33,0.6853,0.02,5.0,0.5687,160,91,0.6198,29
2,Reactive,optimization,50,41,10,8,9,0.54,1500,1145,355,61,40.67,0.7227,0.06,9.0,0.6303,165,104,0.663,0
2,Reactive,optimization,50,44,10,7,6,0.46,1500,1152,348,58,38.67,0.7293,0.06,9.0,0.6014,148,89,0.6807,1
2,Reactive,optimization,50,47,10,9,3,0.44,1500,1122,378,51,34.0,0.714,0.06,9.0,0.5247,162,85,0.6779,2
2,Reactive,optimization,50,46,10,8,4,0.44,1500,1123,377,58,38.67,0.71,0.06,9.0,0.6242,157,98,0.6823,3
2,Reactive,optimization,50,45,10,6,5,0.42,1500,1155,345,72,48.0,0.722,0.06,9.0,0.6424,151,97,0.674,4
2,Reactive,optimization,50,50,10,7,0,0.34,1500,1140,360,59,39.33,0.7207,0.06,9.0,0.6284,148,93,0.7048,5
2,Reactive,optimization,50,45,10,6,5,0.42,1500,1125,375,64,42.67,0.7073,0.06,9.0,0.6013,158,95,0.6741,6
2,Reactive,optimization,50,47,10,7,3,0.4,1500,1144,356,48,32.0,0.7307,0.06,9.0,0.6043,139,84,0.7068,7
2,Reactive,optimization,50,46,10,7,4,0.42,1500,1167,333,81,54.0,0.724,0.06,9.0,0.5964,166,99,0.6557,8
2,Reactive,optimization,50,48,10,8,2,0.4,1500,1148,352,66,44.0,0.7213,0.06,9.0,0.5839,137,80,0.677,9
2,Reactive,optimization,50,44,10,7,6,0.46,1500,1171,329,69,46.0,0.7347,0.06,9.0,0.66,150,99,0.6764,10
2,Reactive,optimization,50,45,10,5,5,0.4,1500,1162,338,63,42.0,0.7327,0.06,9.0,0.5308,130,69,0.6764,11
2,Reactive,optimization,50,46,10,7,4,0.42,1500,1146,354,69,46.0,0.718,0.06,9.0,0.5686,153,87,0.6657,12
2,Reactive,optimization,50,42,10,7,8,0.5,1500,1148,352,63,42.0,0.7233,0.06,9.0,0.6159,151,93,0.6664,13
2,Reactive,optimization,50,45,10,7,5,0.44,1500,1143,357,52,34.67,0.7273,0.06,9.0,0.6901,142,98,0.7054,14
2,Reactive,optimization,50,41,10,8,9,0.54,1500,1167,333,59,39.33,0.7387,0.06,9.0,0.5921,152,90,0.6647,15
2,Reactive,optimization,50,44,10,7,6,0.46,1500,1164,336,52,34.67,0.7413,0.06,9.0,0.5817,153,89,0.6893,16
2,Reactive,optimization,50,48,10,7,2,0.38,1500,1160,340,52,34.67,0.7387,0.06,9.0,0.5615,130,73,0.7015,17
2,Reactive,optimization,50,48,10,8,2,0.4,1500,1146,354,55,36.67,0.7273,0.06,9.0,0.5845,142,83,0.6935,18
2,Reactive,optimization,50,41,10,9,9,0.56,1500,1118,382,68,45.33,0.7,0.06,9.0,0.5,148,74,0.6233,19
2,Reactive,optimization,50,48,10,6,2,0.36,1500,1121,379,59,39.33,0.708,0.06,9.0,0.5988,162,97,0.6925,20
2,Reactive,optimization,50,46,10,8,4,0.44,1500,1154,346,63,42.0,0.7273,0.06,9.0,0.6478,159,103,0.6844,21
2,Reactive,optimization,50,42,10,8,8,0.52,1500,1125,375,69,46.0,0.704,0.06,9.0,0.5735,136,78,0.6422,22
2,Reactive,optimization,50,46,10,6,4,0.4,1500,1135,365,70,46.67,0.71,0.06,9.0,0.6434,143,92,0.6772,23
2,Reactive,optimization,50,43,10,5,7,0.44,1500,1139,361,65,43.33,0.716,0.06,9.0,0.5817,153,89,0.6684,24
2,Reactive,optimization,50,46,10,8,4,0.44,1500,1189,311,56,37.33,0.7553,0.06,9.0,0.6277,137,86,0.6991,25
2,Reactive,optimization,50,43,10,10,7,0.54,1500,1121,379,64,42.67,0.7047,0.06,9.0,0.6463,164,106,0.656,26
2,Reactive,optimization,50,46,10,10,4,0.48,1500,1157,343,39,26.0,0.7453,0.06,9.0,0.6224,143,89,0.71,27
2,Reactive,optimization,50,45,10,9,5,0.48,1500,1173,327,68,45.33,0.7367,0.06,9.0,0.5749,167,96,0.6616,28
2,Reactive,optimization,50,45,10,6,5,0.42,1500,1144,356,60,40.0,0.7227,0.06,9.0,0.6038,159,96,0.6844,29
3,Defined,optimization,44,42,4,6,2,0.2727,1500,1331,169,19,12.67,0.8747,0.12,12.0,0.9012,162,146,0.8497,0
3,Defined,optimization,44,42,4,6,2,0.2727,1500,1317,183,17,11.33,0.8667,0.12,12.0,0.8981,157,141,0.8495,1
3,Defined,optimization,44,40,4,5,4,0.2955,1500,1321,179,16,10.67,0.87,0.12,12.0,0.9085,142,129,0.8488,2
3,Defined,optimization,44,40,4,9,4,0.3864,1500,1315,185,20,13.33,0.8633,0.12,12.0,0.9097,144,131,0.8235,3
3,Defined,optimization,44,42,4,7,2,0.2955,1500,1343,157,20,13.33,0.882,0.12,12.0,0.88,150,132,0.8428,4
3,Defined,optimization,44,43,4,5,1,0.2273,1500,1330,170,15,10.0,0.8767,0.12,12.0,0.8623,167,144,0.8589,5
3,Defined,optimization,44,42,4,8,2,0.3182,1500,1312,188,19,12.67,0.862,0.12,12.0,0.9306,144,134,0.8412,6
3,Defined,optimization,44,44,4,7,0,0.25,1500,1293,207,16,10.67,0.8513,0.12,12.0,0.8993,139,125,0.851,7
3,Defined,optimization,44,42,4,8,2,0.3182,1500,1292,208,23,15.33,0.846,0.12,12.0,0.9273,165,153,0.8306,8
3,Defined,optimization,44,42,4,8,2,0.3182,1500,1314,186,15,10.0,0.866,0.12,12.0,0.9152,165,151,0.8454,9
3,Defined,optimization,44,42,4,8,2,0.3182,1500,1321,179,19,12.67,0.868,0.12,12.0,0.9408,152,143,0.8445,10
3,Defined,optimization,44,40,4,6,4,0.3182,1500,1312,188,23,15.33,0.8593,0.12,12.0,0.9032,155,140,0.831,11
3,Defined,optimization,44,39,4,8,5,0.3864,1500,1304,196,15,10.0,0.8593,0.12,12.0,0.8675,151,131,0.8227,12
3,Defined,optimization,44,42,4,5,2,0.25,1500,1317,183,24,16.0,0.862,0.12,12.0,0.9457,129,122,0.8505,13
3,Defined,optimization,44,41,4,7,3,0.3182,1500,1319,181,14,9.33,0.87,0.12,12.0,0.8897,145,129,0.8441,14
3,Defined,optimization,44,42,4,7,2,0.2955,1500,1324,176,18,12.0,0.8707,0.12,12.0,0.913,161,147,0.8471,15
3,Defined,optimization,44,44,4,8,0,0.2727,1500,1318,182,15,10.0,0.8687,0.12,12.0,0.9231,143,132,0.8565,16
3,Defined,optimization,44,41,4,7,3,0.3182,1500,1316,184,25,16.67,0.8607,0.12,12.0,0.9058,138,125,0.8291,17
3,Defined,optimization,44,40,4,7,4,0.3409,1500,1327,173,19,12.67,0.872,0.12,12.0,0.8986,148,133,0.8349,18
3,Defined,optimization,44,40,4,7,4,0.3409,1500,1319,181,24,16.0,0.8633,0.12,12.0,0.9162,167,153,0.8282,19
3,Defined,optimization,44,39,4,6,5,0.3409,1500,1294,206,23,15.33,0.8473,0.12,12.0,0.875,152,133,0.8186,20
3,Defined,optimization,44,43,4,6,1,0.25,1500,1322,178,22,14.67,0.8667,0.12,12.0,0.9231,143,132,0.8511,21
3,Defined,optimization,44,43,4,8,1,0.2955,1500,1311,189,27,18.0,0.856,0.12,12.0,0.9277,166,154,0.8329,22
3,Defined,optimization,44,41,4,6,3,0.2955,1500,1305,195,19,12.67,0.8573,0.12,12.0,0.9133,150,137,0.8418,23
3,Defined,optimization,44,41,4,9,3,0.3636,1500,1319,181,25,16.67,0.8627,0.12,12.0,0.9161,143,131,0.8222,24
3,Defined,optimization,44,40,4,7,4,0.3409,1500,1308,192,27,18.0,0.854,0.12,12.0,0.9108,157,143,0.8206,25
3,Defined,optimization,44,41,4,7,3,0.3182,1500,1316,184,24,16.0,0.8613,0.12,12.0,0.9059,170,154,0.8306,26
3,Defined,optimization,44,39,4,5,5,0.3182,1500,1302,198,12,8.0,0.86,0.12,12.0,0.9362,141,132,0.8508,27
3,Defined,optimization,44,42,4,7,2,0.2955,1500,1326,174,18,12.0,0.872,0.12,12.0,0.9706,136,132,0.8561,28
3,Defined,optimization,44,42,4,8,2,0.3182,1500,1318,182,16,10.67,0.868,0.12,12.0,0.9042,167,151,0.8431,29
4,Managed,optimization,42,42,2,3,0,0.119,1500,1335,165,8,5.33,0.8847,0.18,14.7,0.9429,175,165,0.8954,0
4,Managed,optimization,42,42,2,1,0,0.0714,1500,1320,180,7,4.67,0.8753,0.18,14.7,0.9325,163,152,0.9019,1
4,Managed,optimization,42,42,2,1,0,0.0714,1500,1339,161,5,3.33,0.8893,0.18,14.7,0.8976,166,149,0.9035,2
4,Managed,optimization,42,42,2,2,0,0.0952,1500,1342,158,7,4.67,0.89,0.18,14.7,0.8882,161,143,0.8948,3
4,Managed,optimization,42,42,2,1,0,0.0714,1500,1342,158,5,3.33,0.8913,0.18,14.7,0.9184,147,135,0.9072,4
4,Managed,optimization,42,42,2,1,0,0.0714,1500,1356,144,3,2.0,0.902,0.18,14.7,0.8986,148,133,0.9101,5
4,Managed,optimization,42,41,2,0,1,0.0714,1500,1328,172,4,2.67,0.8827,0.18,14.7,0.9337,166,155,0.9082,6
4,Managed,optimization,42,42,2,1,0,0.0714,1500,1303,197,4,2.67,0.866,0.18,14.7,0.9133,150,137,0.9002,7
4,Managed,optimization,42,42,2,2,0,0.0952,1500,1347,153,4,2.67,0.8953,0.18,14.7,0.8857,175,155,0.9001,8
4,Managed,optimization,42,42,2,1,0,0.0714,1500,1333,167,9,6.0,0.8827,0.18,14.7,0.913,138,126,0.8985,9
4,Managed,optimization,42,42,2,1,0,0.0714,1500,1347,153,3,2.0,0.896,0.18,14.7,0.9,160,144,0.9085,10
4,Managed,optimization,42,42,2,2,0,0.0952,1500,1326,174,4,2.67,0.8813,0.18,14.7,0.8968,155,139,0.8975,11
4,Managed,optimization,42,41,2,1,1,0.0952,1500,1328,172,6,4.0,0.8813,0.18,14.7,0.8922,167,149,0.8942,12
4,Managed,optimization,42,42,2,1,0,0.0714,1500,1331,169,3,2.0,0.8853,0.18,14.7,0.9281,139,129,0.9095,13
4,Managed,optimization,42,42,2,3,0,0.119,1500,1332,168,9,6.0,0.882,0.18,14.7,0.9028,144,130,0.8872,14
4,Managed,optimization,42,40,2,1,2,0.119,1500,1356,144,4,2.67,0.9013,0.18,14.7,0.9203,138,127,0.9023,15
4,Managed,optimization,42,42,2,3,0,0.119,1500,1329,171,6,4.0,0.882,0.18,14.7,0.9013,152,137,0.891,16
4,Managed,optimization,42,42,2,1,0,0.0714,1500,1344,156,5,3.33,0.8927,0.18,14.7,0.9013,152,137,0.905,17
4,Managed,optimization,42,41,2,2,1,0.119,1500,1348,152,5,3.33,0.8953,0.18,14.7,0.9504,141,134,0.9037,18
4,Managed,optimization,42,42,2,0,0,0.0476,1500,1317,183,6,4.0,0.874,0.18,14.7,0.9225,142,131,0.9061,19
4,Managed,optimization,42,42,2,2,0,0.0952,1500,1322,178,5,3.33,0.878,0.18,14.7,0.9133,150,137,0.8977,20
4,Managed,optimization,42,42,2,1,0,0.0714,1500,1325,175,4,2.67,0.8807,0.18,14.7,0.9226,155,143,0.906,21
4,Managed,optimization,42,42,2,2,0,0.0952,1500,1322,178,7,4.67,0.8767,0.18,14.7,0.8805,159,140,0.8897,22
4,Managed,optimization,42,42,2,3,0,0.119,1500,1339,161,6,4.0,0.8887,0.18,14.7,0.9054,148,134,0.8936,23
4,Managed,optimization,42,42,2,3,0,0.119,1500,1334,166,7,4.67,0.8847,0.18,14.7,0.9241,158,146,0.8939,24
4,Managed,optimization,42,42,2,2,0,0.0952,1500,1333,167,10,6.67,0.882,0.18,14.7,0.869,145,126,0.8856,25
4,Managed,optimization,42,41,2,0,1,0.0714,1500,1334,166,4,2.67,0.8867,0.18,14.7,0.9214,140,129,0.9076,26
4,Managed,optimization,42,42,2,1,0,0.0714,1500,1365,135,6,4.0,0.906,0.18,14.7,0.8981,157,141,0.9072,27
4,Managed,optimization,42,41,2,2,1,0.119,1500,1334,166,8,5.33,0.884,0.18,14.7,0.9504,141,134,0.8963,28
4,Managed,optimization,42,42,2,2,0,0.0952,1500,1315,185,5,3.33,0.8733,0.18,14.7,0.9247,146,135,0.898,29
5,Optimized,optimization,40,38,0,0,2,0.05,1500,1380,120,3,2.0,0.918,0.16,12.0,1.0,165,165,0.9374,0
5,Optimized,optimization,40,39,0,2,1,0.075,1500,1405,95,1,0.67,0.936,0.16,12.0,1.0,117,117,0.9405,1
5,Optimized,optimization,40,40,0,4,0,0.1,1500,1384,116,2,1.33,0.9213,0.16,12.0,1.0,162,162,0.9297,2
5,Optimized,optimization,40,40,0,1,0,0.025,1500,1401,99,1,0.67,0.9333,0.16,12.0,1.0,168,168,0.9497,3
5,Optimized,optimization,40,40,0,0,0,0.0,1500,1399,101,3,2.0,0.9307,0.16,12.0,1.0,167,167,0.9512,4
5,Optimized,optimization,40,40,0,2,0,0.05,1500,1389,111,1,0.67,0.9253,0.16,12.0,1.0,146,146,0.9423,5
5,Optimized,optimization,40,40,0,2,0,0.05,1500,1384,116,3,2.0,0.9207,0.16,12.0,1.0,154,154,0.9382,6
5,Optimized,optimization,40,40,0,2,0,0.05,1500,1391,109,2,1.33,0.926,0.16,12.0,1.0,160,160,0.9411,7
5,Optimized,optimization,40,40,0,1,0,0.025,1500,1395,105,2,1.33,0.9287,0.16,12.0,1.0,148,148,0.9469,8
5,Optimized,optimization,40,40,0,2,0,0.05,1500,1389,111,1,0.67,0.9253,0.16,12.0,1.0,129,129,0.9423,9
5,Optimized,optimization,40,40,0,3,0,0.075,1500,1388,112,6,4.0,0.9213,0.16,12.0,1.0,142,142,0.9294,10
5,Optimized,optimization,40,40,0,2,0,0.05,1500,1392,108,1,0.67,0.9273,0.16,12.0,1.0,146,146,0.9429,11
5,Optimized,optimization,40,40,0,0,0,0.0,1500,1399,101,2,1.33,0.9313,0.16,12.0,1.0,169,169,0.9527,12
5,Optimized,optimization,40,40,0,2,0,0.05,1500,1376,124,2,1.33,0.916,0.16,12.0,1.0,144,144,0.9381,13
5,Optimized,optimization,40,40,0,3,0,0.075,1500,1408,92,1,0.67,0.938,0.16,12.0,1.0,127,127,0.9411,14
5,Optimized,optimization,40,40,0,1,0,0.025,1500,1399,101,2,1.33,0.9313,0.16,12.0,1.0,158,158,0.9477,15
5,Optimized,optimization,40,40,0,1,0,0.025,1500,1400,100,1,0.67,0.9327,0.16,12.0,1.0,131,131,0.9495,16
5,Optimized,optimization,40,40,0,0,0,0.0,1500,1401,99,4,2.67,0.9313,0.16,12.0,1.0,156,156,0.9501,17
5,Optimized,optimization,40,40,0,1,0,0.025,1500,1404,96,6,4.0,0.932,0.16,12.0,1.0,159,159,0.9426,18
5,Optimized,optimization,40,40,0,3,0,0.075,1500,1382,118,2,1.33,0.92,0.16,12.0,1.0,166,166,0.9343,19
5,Optimized,optimization,40,40,0,1,0,0.025,1500,1408,92,1,0.67,0.938,0.16,12.0,1.0,154,154,0.9511,20
5,Optimized,optimization,40,40,0,1,0,0.025,1500,1404,96,6,4.0,0.932,0.16,12.0,1.0,175,175,0.9426,21
5,Optimized,optimization,40,40,0,2,0,0.05,1500,1392,108,2,1.33,0.9267,0.16,12.0,1.0,148,148,0.9413,22
5,Optimized,optimization,40,40,0,5,0,0.125,1500,1379,121,1,0.67,0.9187,0.16,12.0,1.0,173,173,0.9253,23
5,Optimized,optimization,40,40,0,1,0,0.025,1500,1392,108,2,1.33,0.9267,0.16,12.0,1.0,148,148,0.9463,24
5,Optimized,optimization,40,40,0,2,0,0.05,1500,1410,90,4,2.67,0.9373,0.16,12.0,1.0,168,168,0.9419,25
5,Optimized,optimization,40,40,0,2,0,0.05,1500,1393,107,3,2.0,0.9267,0.16,12.0,1.0,136,136,0.94,26
5,Optimized,optimization,40,40,0,2,0,0.05,1500,1398,102,4,2.67,0.9293,0.16,12.0,1.0,158,158,0.9395,27
5,Optimized,optimization,40,40,0,1,0,0.025,1500,1405,95,6,4.0,0.9327,0.16,12.0,1.0,154,154,0.9428,28
5,Optimized,optimization,40,40,0,2,0,0.05,1500,1391,109,2,1.33,0.926,0.16,12.0,1.0,157,157,0.9411,29
